mol_representation,combination_method,model,hyperparams,seed,train_score,train_accuracy,test_score,test_accuracy,error
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Support Vector Regression,"{'kernel': 'rbf', 'C': 1.0, 'gamma': 'scale'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Support Vector Regression,"{'kernel': 'rbf', 'C': 1.0, 'gamma': 'scale'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Support Vector Regression,"{'kernel': 'rbf', 'C': 10.0, 'gamma': 'scale'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Support Vector Regression,"{'kernel': 'rbf', 'C': 100.0, 'gamma': 'scale'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Support Vector Regression,"{'kernel': 'rbf', 'C': 100.0, 'gamma': 'scale'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (512, 256), 'learning_rate_init': 0.001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (512, 256), 'learning_rate_init': 0.0001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,Multi-Layer Perceptron,"{'hidden_layer_sizes': (512, 256), 'learning_rate_init': 0.0001, 'alpha': 0.0001, 'max_iter': 500}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,K Nearest Neighbors,"{'n_neighbors': 5, 'weights': 'distance'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,K Nearest Neighbors,"{'n_neighbors': 10, 'weights': 'distance'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,K Nearest Neighbors,"{'n_neighbors': 10, 'weights': 'distance'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector,feature concatenation,K Nearest Neighbors,"{'n_neighbors': 20, 'weights': 'distance'}",,,,,,"operands could not be broadcast together with shapes (803,) (13140,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 0.1},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 0.1},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 1.0},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 10.0},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 10.0},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Ridge,{'alpha': 100.0},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Lasso,{'alpha': 0.0001},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Lasso,{'alpha': 0.0001},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Lasso,{'alpha': 0.001},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Lasso,{'alpha': 0.01},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Lasso,{'alpha': 0.01},,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 2}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Random Forest,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_split': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 3}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 3}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 3}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
test_molecule_combined_representation,dict ID to physicochemical 2 + BLOSUM62 vector padded with nans,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,"operands could not be broadcast together with shapes (803,) (62550,) "
