mol_representation,combination_method,model,hyperparams,seed,train_score,train_accuracy,test_score,test_accuracy,error
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 3}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 3}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Gradient Boosting Regressor,"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 5}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.05, 'max_depth': 10, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 6, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 8, 'max_bins': 255}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
test_molecule_combined_representation,aafeauture_dataframe,feature concatenation,Hist Gradient Boosting Regressor,"{'max_iter': 500, 'learning_rate': 0.1, 'max_depth': 10, 'max_bins': 128}",,,,,,The following Uniprot_ID exists in the trainingset but not in the protein-features dictionary: Q00535
